"ID","TIME","RPM","TORQUE","POWER","PEAK_PEAK_PFS"
"513","2023-10-27 20:45:11","90.403320312","1041.3822021","9858.7763672","71.2109451294"
"514","2023-10-27 20:50:11","90.399475098","1045.4093018","9896.4912109","71.8141479492"
"515","2023-10-27 20:55:11","90.411384583","1041.0390625","9856.3974609","71.5870819092"
"516","2023-10-27 21:00:11","90.402824402","1043.2606201","9876.4882812","71.355506897"
"517","2023-10-27 21:05:11","90.381523132","1047.2918701","9912.3417969","71.4203033447"
"518","2023-10-27 21:10:11","90.384689331","1047.7835693","9917.3037109","71.5699386597"
"519","2023-10-27 21:15:11","90.400657654","1047.6739502","9918.046875","71.4632797241"
"520","2023-10-27 21:20:11","90.40070343","1047.265625","9914.1875","71.7727813721"
"521","2023-10-27 21:25:11","90.384613037","1049.644165","9934.9326172","71.4564361572"
"522","2023-10-27 21:30:11","90.393424988","1054.3601074","9980.5615234","71.2780609131"
"523","2023-10-27 21:35:11","90.394271851","1059.060791","10025.123047","71.4794769287"
"524","2023-10-27 21:40:11","90.406646729","1058.0627441","10017.061523","71.9719238281"
"525","2023-10-27 21:45:11","90.395683289","1069.0109863","10119.485352","72.5066146851"
"526","2023-10-27 21:50:11","90.396369934","1068.4383545","10114.132812","72.0044784546"
"527","2023-10-27 21:55:11","90.392341614","1075.1719971","10177.413086","72.0784912109"
"528","2023-10-27 22:00:11","90.38986969","1074.0712891","10166.742188","72.6367111206"
"529","2023-10-27 22:05:11","90.40397644","1068.7662354","10118.081055","72.1571121216"
"530","2023-10-27 22:10:11","90.394836426","1066.9639893","10100.008789","71.7168502808"
"531","2023-10-27 22:15:11","90.403144836","1076.4431152","10190.650391","72.1626434326"
