"ID","TIME","PEAK_PEAK_PFS","PEAK_PEAK_KNM","MAIN_FREQ","SECOND_FREQ","TORQUE_HIGH","TORQUE_LOW","RPM_HIGH","RPM_LOW"
"381","2023-10-27 08:54:16","0","0","0","0","0","0","0","0"
"382","2023-10-27 08:59:16","0","0","0","0","0","0","0","0"
"383","2023-10-27 09:04:16","0","0","0","0","0","0","0","0"
"384","2023-10-27 09:09:16","0","0","0","0","0","0","0","0"
"385","2023-10-27 09:14:16","0","0","0","0","0","0","0","0"
"386","2023-10-27 09:19:16","0","0","0","0","0","0","0","0"
"387","2023-10-27 09:24:16","0","0","0","0","0","0","0","0"
"388","2023-10-27 09:29:16","0","0","0","0","0","0","0","0"
"389","2023-10-27 09:34:16","0","0","0","0","0","0","0","0"
"390","2023-10-27 09:39:16","0","0","0","0","0","0","0","0"
"391","2023-10-27 09:44:16","0","0","0","0","0","0","0","0"
"392","2023-10-27 09:49:16","0","0","0","0","0","0","0","0"
"393","2023-10-27 09:54:16","0","0","0","0","0","0","0","0"
"394","2023-10-27 09:59:16","0","0","0","0","0","0","0","0"
"395","2023-10-27 10:04:16","0","0","0","0","0","0","0","0"
"396","2023-10-27 10:09:16","0","0","0","0","0","0","0","0"
"397","2023-10-27 10:14:16","0","0","0","0","0","0","0","0"
"398","2023-10-27 10:19:16","0","0","0","0","0","0","0","0"
"399","2023-10-27 10:24:16","0","0","0","0","0","0","0","0"
"400","2023-10-27 10:29:16","0","0","0","0","0","0","0","0"
"401","2023-10-27 10:34:16","0","0","0","0","0","0","0","0"
"402","2023-10-27 10:39:16","0","0","0","0","0","0","0","0"
"403","2023-10-27 10:44:16","0","0","0","0","0","0","0","0"
"404","2023-10-27 10:49:16","0","0","0","0","0","0","0","0"
"405","2023-10-27 10:54:16","0","0","0","0","0","0","0","0"
"406","2023-10-27 10:59:16","0","0","0","0","0","0","0","0"
"407","2023-10-27 11:04:16","0","0","0","0","0","0","0","0"
"408","2023-10-27 11:09:16","0","0","0","0","0","0","0","0"
"409","2023-10-27 11:14:16","0","0","0","0","0","0","0","0"
